chr7	99998448	100026214	ENSG00000078487	1.0	-	634	9910	27766	0.3569113
chr22	41829495	41842626	ENSG00000183864	1.0	-	1728	10517	13131	0.8009291
chr1	244999024	245008359	ENSG00000203667	1.0	+	4225	8996	9335	0.9636850
chr12	49521564	49524779	ENSG00000123416	1.0	-	1349	2272	3215	0.7066874
chr19	40927498	40931531	ENSG00000197019	1.0	-	665	3618	4033	0.8970990
chr17	80036213	80055807	ENSG00000169710	1.0	-	3745	19176	19594	0.9786670
chr16	31191831	31203127	ENSG00000089280	1.0	+	2097	10850	11296	0.9605170
chr19	34663809	34720420	ENSG00000257103	1.0	+	3843	49327	56611	0.8713324
chr21	43406939	43430095	ENSG00000173276	1.0	-	2205	20755	23156	0.8963120
chr7	104655026	104754808	ENSG00000005483	1.0	+	3171	69518	99782	0.6966988
chr16	30709930	30755602	ENSG00000080603	1.0	+	4921	39694	45672	0.8691102
chr1	225674536	225840443	ENSG00000154380	1.0	-	5501	122364	165907	0.7375457
chr9	140136065	140138159	ENSG00000188229	1.0	+	473	1851	2094	0.8839542
chr1	226249952	226259702	ENSG00000163041	1.0	+	2347	8089	9750	0.8296410
chr22	39708886	39715993	ENSG00000100316	1.0	-	3561	6676	7107	0.9393556
chr5	177631908	177638164	ENSG00000197451	1.0	+	2249	6256	6256	1.0000000
chr22	42979726	43010567	ENSG00000100227	1.0	-	1143	20370	30841	0.6604844
chr19	2037469	2050842	ENSG00000099875	1.0	-	1425	12939	13373	0.9675465
chr6	86370709	86388050	ENSG00000203875	1.0	-	1973	13654	17341	0.7873825
chr6	36562545	36573377	ENSG00000112081	1.0	+	1703	10198	10832	0.9414697
chr16	89627465	89630950	ENSG00000167526	1.0	+	1413	3394	3485	0.9738881
chr3	9439699	9520924	ENSG00000168137	1.0	+	3384	65199	81225	0.8026962
chr19	34919657	34960853	ENSG00000126261	1.0	+	4269	36459	41196	0.8850131
chr19	32880955	32896065	ENSG00000267213	1.0	-	1513	12854	15110	0.8506949
chr14	103800281	103811362	ENSG00000100664	1.0	+	2529	10557	11081	0.9527118
chr21	47879212	47989926	ENSG00000160305	1.0	+	3201	76160	110714	0.6878986
chr1	226170402	226186631	ENSG00000143751	1.0	-	858	13574	16229	0.8364040
chr1	21069153	21113415	ENSG00000127483	1.0	-	2300	34190	44262	0.7724459
chr21	33043345	33103987	ENSG00000156304	1.0	-	3346	52045	60642	0.8582336
chr6	136578000	136610588	ENSG00000029363	1.0	-	2322	28985	32588	0.8894379
chr19	40825442	40854033	ENSG00000160392	1.0	-	1351	21514	28591	0.7524745
chr22	46463235	46465370	ENSG00000235159	1.0	-	421	2109	2135	0.9878220
chr12	54624723	54673485	ENSG00000094916	1.0	-	2566	34167	48762	0.7006891
chr10	27399382	27443794	ENSG00000136758	1.0	-	2022	33578	44412	0.7560569
chr19	1576638	1592481	ENSG00000071655	1.0	-	4006	14363	15843	0.9065834
chr6	111196373	111216916	ENSG00000123505	1.0	+	2239	18054	20543	0.8788395
